scenario,description,real_estate_mode,lp_initial_capital,initial_re_cash_deployed,initial_re_gross_asset_value,initial_re_debt_balance,initial_re_assumed_liabilities,initial_re_net_equity_value,initial_re_entry_equity_cushion,initial_re_value_to_new_equity_multiple,final_re_gross_asset_value,final_re_debt_balance,final_re_assumed_liabilities,final_re_net_equity_value,final_re_dscr,total_re_debt_service,total_re_capex,total_deal_refi_proceeds,total_re_cashflow_shortfall,total_acquisition_equity_required,total_acquisition_funded_from_retained_cash,total_acquisition_funded_from_reserve,total_acquisition_failed_loss,total_acquisition_unfunded_shortfall,years_modelled,lp_hurdle_moic,lp_hurdle_amount,lp_cash_distributions,lp_cash_moic,lp_economic_moic,lp_irr,lp_cash_irr,lp_economic_irr,gp_cash_irr_if_co_investment,gp_total_value_multiple_if_co_investment,lp_hurdle_achieved,year_hurdle_achieved,liquidity_constrained,final_fund_nav,final_refinance_liability,gp_cumulative_fees,gp_residual_nav,gp_total_economics,gp_residual_nav_pct_initial_lp_capital,gp_total_economics_pct_initial_lp_capital,gp_cumulative_fees_first_n_years,gp_average_annual_fees_first_n_years,gp_survivability_risk,years_with_zero_lp_distribution,years_with_distribution_below_target_yield,longest_zero_distribution_streak,longest_below_target_yield_streak,years_until_first_distribution,lp_time_under_1x_cash_moic,lp_time_under_1x_economic_moic,lp_final_unrecovered_hurdle,lp_redeemed_by_model_end,total_re_cashflow_generated,total_hf_harvest_generated,total_reinvested_into_hf,total_distributed_to_lp,total_added_to_reserve,pct_total_cash_distributed,pct_total_cash_reinvested,pct_total_cash_reserved,years_until_lp_1x_cash_return,years_until_lp_2x_cash_return,lp_cashflow_profile_type,hurdle_completion_trigger_enabled,backend_liquidity_strategy_enabled,backend_liquidity_target_years,backend_liquidity_refi_first,backend_liquidity_max_refi_pct_of_re_nav,backend_liquidity_max_hf_liquidation_pct,hurdle_trigger_executed,hurdle_trigger_year,total_trigger_cash_from_retained_cash,total_trigger_cash_from_reserve,total_trigger_cash_from_hf_liquidation,total_trigger_cash_from_refi,total_trigger_cash_from_re_sale,lp_hurdle_shortfall_after_final_trigger,primary_flag,all_flags
lp_distribution_strategy_sweep__real_estate_distress_crypto_success__lp_distribution_40,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Real estate underperforms while hedge fund returns are strong; tests whether liquid gains can offset property stress. | 40% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,5897660.068461221,0.0,0.0,5897660.068461221,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2.0,20000000.0,20000000.0,2.0,2.0,0.0623065545930539,0.0623065545930539,0.0623065545930539,,,True,12.0,True,9771700.589650076,1422424.904554449,208187.19452310214,9771700.589650076,9979887.784173178,0.9771700589650076,0.9979887784173177,96060.862524,19212.1725048,True,0,0,0,0,1,11,0,0.0,True,3501086.1091450257,0.0,1312907.2909293848,20000000.0,787744.3745576311,5.7125130249607174,0.37500000000000006,0.2250000000000001,12.0,12.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,12.0,0.0,1287744.374557631,15889396.277229913,1422424.904554449,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI; RE_NAV_IMPAIRMENT
lp_distribution_strategy_sweep__real_estate_distress_crypto_success__lp_distribution_50,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Real estate underperforms while hedge fund returns are strong; tests whether liquid gains can offset property stress. | 50% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,5720730.266407384,0.0,0.0,5720730.266407384,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2.0,20000000.0,20000000.0,2.0,2.0,0.058344100241235486,0.058344100241235486,0.058344100241235486,,,True,13.0,True,14235191.710612377,0.0,222341.57868740906,14235191.710612377,14457533.289299786,1.4235191710612378,1.4457533289299787,96060.862524,19212.1725048,True,0,0,0,0,1,12,0,0.0,True,3722173.574825094,0.0,1163179.2421328418,20000000.0,697907.5452797052,5.373204553186321,0.3125,0.18750000000000003,13.0,13.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,13.0,0.0,1197907.545279705,16941005.66730775,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; RE_NAV_IMPAIRMENT
lp_distribution_strategy_sweep__real_estate_distress_crypto_success__lp_distribution_60,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Real estate underperforms while hedge fund returns are strong; tests whether liquid gains can offset property stress. | 60% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,5720730.266407384,0.0,0.0,5720730.266407384,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2.0,20000000.0,20000000.0,2.0,2.0,0.05911079851316137,0.05911079851316137,0.05911079851316137,,,True,13.0,True,13358059.742205158,0.0,222341.57868740906,13358059.742205158,13580401.320892567,1.3358059742205157,1.3580401320892568,96060.862524,19212.1725048,True,0,0,0,0,1,12,0,0.0,True,3722173.574825094,0.0,930543.3937062735,20000000.0,558326.0362237642,5.373204553186321,0.25,0.15000000000000002,13.0,13.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,13.0,0.0,1058326.036223764,16708369.818881178,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; RE_NAV_IMPAIRMENT
lp_distribution_strategy_sweep__real_estate_distress_crypto_success__lp_distribution_70,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Real estate underperforms while hedge fund returns are strong; tests whether liquid gains can offset property stress. | 70% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,5720730.266407384,0.0,0.0,5720730.266407384,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2.0,20000000.0,20000000.0,2.0,2.0,0.05989578269739848,0.05989578269739848,0.05989578269739848,,,True,13.0,True,12480927.773797931,0.0,222341.57868740906,12480927.773797931,12703269.35248534,1.2480927773797932,1.270326935248534,96060.862524,19212.1725048,True,0,0,0,0,1,12,0,0.0,True,3722173.574825094,0.0,697907.5452797052,20000000.0,418744.5271678232,5.373204553186321,0.18750000000000003,0.11250000000000004,13.0,13.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,13.0,0.0,918744.5271678232,16475733.97045461,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; RE_NAV_IMPAIRMENT
lp_distribution_strategy_sweep__real_estate_distress_crypto_success__lp_distribution_80,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Real estate underperforms while hedge fund returns are strong; tests whether liquid gains can offset property stress. | 80% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,5720730.266407384,0.0,0.0,5720730.266407384,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2.0,20000000.0,20000000.0,2.0,2.0,0.060699627872892625,0.060699627872892625,0.060699627872892625,,,True,13.0,True,11603795.80539069,0.0,222341.57868740906,11603795.80539069,11826137.384078098,1.1603795805390689,1.18261373840781,96060.862524,19212.1725048,True,0,0,0,0,1,12,0,0.0,True,3722173.574825094,0.0,465271.69685313676,20000000.0,279163.0181118821,5.373204553186321,0.125,0.07500000000000001,13.0,13.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,13.0,0.0,779163.0181118821,16243098.12202804,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; RE_NAV_IMPAIRMENT
lp_distribution_strategy_sweep__real_estate_distress_crypto_success__lp_distribution_90,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Real estate underperforms while hedge fund returns are strong; tests whether liquid gains can offset property stress. | 90% of generated cash to LP, minimal reinvestment/reserve build.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,5720730.266407384,0.0,0.0,5720730.266407384,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2.0,20000000.0,20000000.0,2.0,2.0,0.061522928723524384,0.061522928723524384,0.061522928723524384,,,True,13.0,True,10726663.836983465,248165.3904683087,222341.57868740906,10726663.836983465,10949005.415670874,1.0726663836983465,1.0949005415670874,96060.862524,19212.1725048,True,0,0,0,0,1,12,0,0.0,True,3722173.574825094,0.0,232635.84842656838,20000000.0,139581.50905594105,5.373204553186321,0.0625,0.037500000000000006,13.0,13.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,13.0,0.0,639581.509055941,15762296.883133166,248165.3904683087,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI; RE_NAV_IMPAIRMENT
lp_distribution_strategy_sweep__exceptional_dynasty_outcome__lp_distribution_20,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Both sleeves perform strongly; tests the upper-end residual asset outcome after LP cash extinguishment. | 20% of generated cash to LP, remaining cash mostly reinvested.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,15732906.787396,0.0,0.0,15732906.787396,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2.0,20000000.0,20000000.0,2.0,2.0,0.09428534717273496,0.09428534717273496,0.09428534717273496,,,True,8.0,True,16030647.829249293,3571902.667760901,352604.2058855547,16030647.829249293,16383252.035134848,1.6030647829249292,1.6383252035134848,194477.821824,38895.564364800004,True,0,0,0,0,1,7,0,0.0,True,8638332.406793049,0.0,4319166.203396524,20000000.0,2591499.7220379147,2.3152616799363166,0.5,0.3,8.0,8.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,8.0,0.0,3091499.7220379147,11608931.128842574,3571902.667760901,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__exceptional_dynasty_outcome__lp_distribution_30,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Both sleeves perform strongly; tests the upper-end residual asset outcome after LP cash extinguishment. | 30% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,15732906.787396,0.0,0.0,15732906.787396,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2.0,20000000.0,20000000.0,2.0,2.0,0.09627880235488262,0.09627880235488262,0.09627880235488262,,,True,8.0,True,15545064.469866756,3801116.24344166,352604.2058855547,15545064.469866756,15897668.675752312,1.5545064469866756,1.5897668675752312,194477.821824,38895.564364800004,True,0,0,0,0,1,7,0,0.0,True,8638332.406793049,0.0,3779270.4279719586,20000000.0,2267562.2567831753,2.3152616799363166,0.4375,0.2625,8.0,8.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,8.0,0.0,2767562.256783175,10839821.77773725,3801116.24344166,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__exceptional_dynasty_outcome__lp_distribution_40,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Both sleeves perform strongly; tests the upper-end residual asset outcome after LP cash extinguishment. | 40% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,16991539.33038768,0.0,0.0,16991539.33038768,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2.0,20000000.0,20000000.0,2.0,2.0,0.08842568663576089,0.08842568663576089,0.08842568663576089,,,True,9.0,True,19161148.03319448,1621675.1196129955,413962.5423563991,19161148.03319448,19575110.575550877,1.916114803319448,1.9575110575550876,194477.821824,38895.564364800004,True,0,0,0,0,1,8,0,0.0,True,10407157.461004209,0.0,3902684.0478765783,20000000.0,2341610.428725947,1.921754338294614,0.375,0.225,9.0,9.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,9.0,0.0,2841610.4287259476,11373851.467259374,1621675.1196129955,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__exceptional_dynasty_outcome__lp_distribution_50,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Both sleeves perform strongly; tests the upper-end residual asset outcome after LP cash extinguishment. | 50% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,16991539.33038768,0.0,0.0,16991539.33038768,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2.0,20000000.0,20000000.0,2.0,2.0,0.09075502994491891,0.09075502994491891,0.09075502994491891,,,True,9.0,True,18593526.343027383,1884779.5519101247,413962.5423563991,18593526.343027383,19007488.88538378,1.8593526343027382,1.900748888538378,194477.821824,38895.564364800004,True,0,0,0,0,1,8,0,0.0,True,10407157.461004209,0.0,3252236.7065638155,20000000.0,1951342.0239382891,1.921754338294614,0.3125,0.1875,9.0,9.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,9.0,0.0,2451342.023938289,10460299.693649482,1884779.5519101247,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__exceptional_dynasty_outcome__lp_distribution_60,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Both sleeves perform strongly; tests the upper-end residual asset outcome after LP cash extinguishment. | 60% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,16991539.33038768,0.0,0.0,16991539.33038768,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2.0,20000000.0,20000000.0,2.0,2.0,0.09319010200303501,0.09319010200303501,0.09319010200303501,,,True,9.0,True,18025904.65286028,2147883.9842072614,413962.5423563991,18025904.65286028,18439867.195216678,1.802590465286028,1.8439867195216677,194477.821824,38895.564364800004,True,0,0,0,0,1,8,0,0.0,True,10407157.461004209,0.0,2601789.365251052,20000000.0,1561073.6191506314,1.921754338294614,0.25,0.15,9.0,9.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,9.0,0.0,2061073.6191506314,9546747.920039583,2147883.9842072614,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__exceptional_dynasty_outcome__lp_distribution_70,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Both sleeves perform strongly; tests the upper-end residual asset outcome after LP cash extinguishment. | 70% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,16991539.33038768,0.0,0.0,16991539.33038768,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2.0,20000000.0,20000000.0,2.0,2.0,0.09573664456692899,0.09573664456692899,0.09573664456692899,,,True,9.0,True,17458282.962693185,2410988.4165043943,413962.5423563991,17458282.962693185,17872245.505049583,1.7458282962693186,1.7872245505049582,194477.821824,38895.564364800004,True,0,0,0,0,1,8,0,0.0,True,10407157.461004209,0.0,1951342.0239382891,20000000.0,1170805.2143629736,1.921754338294614,0.1875,0.1125,9.0,9.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,9.0,0.0,1670805.2143629733,8633196.146429688,2410988.4165043943,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__exceptional_dynasty_outcome__lp_distribution_80,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Both sleeves perform strongly; tests the upper-end residual asset outcome after LP cash extinguishment. | 80% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,16991539.33038768,0.0,0.0,16991539.33038768,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2.0,20000000.0,20000000.0,2.0,2.0,0.09840064807146831,0.09840064807146831,0.09840064807146831,,,True,9.0,True,16890661.272526085,2674092.8488015253,413962.5423563991,16890661.272526085,17304623.814882483,1.6890661272526086,1.7304623814882483,194477.821824,38895.564364800004,True,0,0,0,0,1,8,0,0.0,True,10407157.461004209,0.0,1300894.682625526,20000000.0,780536.8095753157,1.921754338294614,0.125,0.075,9.0,9.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,9.0,0.0,1280536.8095753156,7719644.372819791,2674092.8488015253,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__exceptional_dynasty_outcome__lp_distribution_90,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Both sleeves perform strongly; tests the upper-end residual asset outcome after LP cash extinguishment. | 90% of generated cash to LP, minimal reinvestment/reserve build.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,16991539.33038768,0.0,0.0,16991539.33038768,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2.0,20000000.0,20000000.0,2.0,2.0,0.10118833964460716,0.10118833964460716,0.10118833964460716,,,True,9.0,True,16323039.582358994,2937197.2810986564,413962.5423563991,16323039.582358994,16737002.124715393,1.6323039582358994,1.6737002124715394,194477.821824,38895.564364800004,True,0,0,0,0,1,8,0,0.0,True,10407157.461004209,0.0,650447.341312763,20000000.0,390268.40478765784,1.921754338294614,0.0625,0.0375,9.0,9.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,9.0,0.0,890268.4047876578,6806092.599209897,2937197.2810986564,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__liquidity_trap__lp_distribution_20,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | High real estate NAV growth with low refinance capacity; tests the gap between paper value and LP cash liquidity. | 20% of generated cash to LP, remaining cash mostly reinvested.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,17891241.594548605,0.0,0.0,17891241.594548605,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.06844987854234796,0.06844987854234796,0.06844987854234796,,,True,11.0,True,18831489.744813345,2831183.0678747427,442729.96088586247,18831489.744813345,19274219.70569921,1.8831489744813346,1.927421970569921,161308.2292305,32261.6458461,True,0,0,0,0,1,10,0,0.0,True,10709046.555413598,0.0,5354523.277706799,20000000.0,3212713.966624079,1.8675798911238903,0.5,0.29999999999999993,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,3712713.966624079,11314293.654418457,2831183.0678747427,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__liquidity_trap__lp_distribution_30,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | High real estate NAV growth with low refinance capacity; tests the gap between paper value and LP cash liquidity. | 30% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,17891241.594548605,0.0,0.0,17891241.594548605,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.07027291467784424,0.07027291467784424,0.07027291467784424,,,True,11.0,True,18259466.264193103,3092871.825911589,442729.96088586247,18259466.264193103,18702196.225078966,1.8259466264193103,1.8702196225078966,161308.2292305,32261.6458461,True,0,0,0,0,1,10,0,0.0,True,10709046.555413598,0.0,4685207.867993449,20000000.0,2811124.720796069,1.8675798911238903,0.43749999999999994,0.26249999999999996,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,3311124.72079607,10383289.486668263,3092871.825911589,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
